kanji,id,keyword,components,on_reading,kun_reading,stroke_count,jlpt,romaji
洛,2396,old Kyoto,,ラク,,9,,raku (ON)
汝,2397,thou,,ジョ,なんじ; なれ; い; うぬ; いまし; し; しゃ; な; なむち; まし; みまし,6,,jo (ON); nanji (KUN); nare (KUN); i (KUN); unu (KUN); imashi (KUN); shi (KUN); sha (KUN); na (KUN); namuchi (KUN); mashi (KUN); mimashi (KUN)
漉,2398,filter,,ロク,こ.し; こ.す; す.く,14,,roku (ON); ko.shi (KUN); ko.su (KUN); su.ku (KUN)
瀕,2399,on the verge of,,ヒン,ほとり,20,,hin (ON); hotori (KUN)
濠,2400,moat,,ゴウ; コウ,ほり,17,,gou (ON); kou (ON); hori (KUN)
溌,2401,spray,,ハツ,も.る; とびち.る; そそ.ぐ,12,,hatsu (ON); mo.ru (KUN); tobichi.ru (KUN); soso.gu (KUN)
湊,2402,port,,ソウ,みなと; あつ.まる,12,,sou (ON); minato (KUN); atsu.maru (KUN)
淋,2403,solitude,,リン,さび.しい; さみ.しい,11,,rin (ON); sabi.shii (KUN); sami.shii (KUN)
浩,2404,abounding,,コウ,おおき.い; ひろ.い,10,N1,kou (ON); ooki.i (KUN); hiro.i (KUN)
汀,2405,water’s edge,,テイ,みぎわ; なぎさ,5,,tei (ON); migiwa (KUN); nagisa (KUN)
鴻,2406,large goose,,コウ; ゴウ,おおとり; ひしくい; おおがり,17,N1,kou (ON); gou (ON); ootori (KUN); hishikui (KUN); oogari (KUN)
潅,2407,souse,,カン,そそ.ぐ,14,,kan (ON); soso.gu (KUN)
溢,2408,brimming,,イツ,こぼ.れる; あふ.れる; み.ちる,13,,itsu (ON); kobo.reru (KUN); afu.reru (KUN); mi.chiru (KUN)
湛,2409,inundate,,タン; チン; ジン; セン,しず.む; たた.える,12,,tan (ON); chin (ON); jin (ON); sen (ON); shizu.mu (KUN); tata.eru (KUN)
淳,2410,immaculate,,ジュン; シュン,あつ.い,11,N1,jun (ON); shun (ON); atsu.i (KUN)
渥,2411,moisten,,アク,あつ.い; うるお.う,12,N1,aku (ON); atsu.i (KUN); uruo.u (KUN)
灘,2412,rough seas,,タン; ダン,なだ; せ,21,,tan (ON); dan (ON); nada (KUN); se (KUN)
汲,2413,draw water,,キュウ,く.む,7,,kyuu (ON); ku.mu (KUN)
瀞,2414,river pool,,セイ; ショウ; ジュウ,とろ; きよ.い,17,,sei (ON); shou (ON); juu (ON); toro (KUN); kiyo.i (KUN)
溜,2415,cumulation,,リュウ,た.まる; たま.る; た.める; したた.る; たまり; ため,13,,ryuu (ON); ta.maru (KUN); tama.ru (KUN); ta.meru (KUN); shitata.ru (KUN); tamari (KUN); tame (KUN)
渕,2416,abyss,,エン; カク; コウ,ふち; かた.い; はなわ,11,,en (ON); kaku (ON); kou (ON); fuchi (KUN); kata.i (KUN); hanawa (KUN)
沌,2417,chaos,,トン,くら.い,7,,ton (ON); kura.i (KUN)
濾,2418,strainer,,ロ; リョ,こ.す,18,,ro (ON); ryo (ON); ko.su (KUN)
濡,2419,drench,,ジュ; ニュ,ぬれ.る; ぬら.す; ぬ.れる; ぬ.らす; うるお.い; うるお.う; うるお.す,17,,ju (ON); nyu (ON); nure.ru (KUN); nura.su (KUN); nu.reru (KUN); nu.rasu (KUN); uruo.i (KUN); uruo.u (KUN); uruo.su (KUN)
淀,2420,eddy,,テン; デン,よど.む,11,,ten (ON); den (ON); yodo.mu (KUN)
涅,2421,black soil,,ネツ; デツ,そ.める,10,,netsu (ON); detsu (ON); so.meru (KUN)
斧,2422,hatchet,,フ,おの,8,,fu (ON); ono (KUN)
爺,2423,grandpa,,ヤ,じい; じじい; おやじ; じじ; ちち,13,,ya (ON); jii (KUN); jijii (KUN); oyaji (KUN); jiji (KUN); chichi (KUN)
猾,2424,sly,,カツ,わるがしこ.い,13,,katsu (ON); warugashiko.i (KUN)
猥,2425,indecent,,ワイ,みだ.ら; みだり.に,12,,wai (ON); mida.ra (KUN); midari.ni (KUN)
狡,2426,cunning,,コウ; キョウ,ずる.い; こす.い; わるがしこ.い,9,,kou (ON); kyou (ON); zuru.i (KUN); kosu.i (KUN); warugashiko.i (KUN)
狸,2427,racoon dog,,リ; ライ,たぬき,10,,ri (ON); rai (ON); tanuki (KUN)
狼,2428,wolf,,ロウ,おおかみ,10,,rou (ON); ookami (KUN)
狽,2429,flustered,,ケン; バイ; ハイ,,10,,ken (ON); bai (ON); hai (ON)
狗,2430,pup,,ク; コウ,いぬ,8,,ku (ON); kou (ON); inu (KUN)
狐,2431,fox,,コ,きつね,9,,ko (ON); kitsune (KUN)
狛,2432,a-un,,ハク,こま,8,,haku (ON); koma (KUN)
獅,2433,lion,,シ,しし,13,,shi (ON); shishi (KUN)
狒,2434,baboon,,ヒ,ひひ,8,,hi (ON); hihi (KUN)
莨,2435,tobacco,,ロウ,たばこ,10,,rou (ON); tabako (KUN)
茉,2436,jasmine,,マツ; バツ; マ,,8,N1,matsu (ON); batsu (ON); ma (ON)
莉,2437,hawthorn,,リ; ライ; レイ,,10,N1,ri (ON); rai (ON); rei (ON)
苺,2438,strawberry,,バイ; マイ,いちご,8,,bai (ON); mai (ON); ichigo (KUN)
萩,2439,bush clover,,シュウ,はぎ,12,N1,shuu (ON); hagi (KUN)
藝,2440,technique (old),,ゲイ; ウン,う.える; のり; わざ,18,,gei (ON); un (ON); u.eru (KUN); nori (KUN); waza (KUN)
薙,2441,trim,,テイ; チ,な.ぐ; なぎ; か.る,16,,tei (ON); chi (ON); na.gu (KUN); nagi (KUN); ka.ru (KUN)
蓑,2442,straw raincoat,,サ; サイ,みの,13,,sa (ON); sai (ON); mino (KUN)
苔,2443,moss,,タイ,こけ; こけら,8,,tai (ON); koke (KUN); kokera (KUN)
蕩,2444,prodigal,,トウ,とろ.かす; とろ.ける; うご.く,15,,tou (ON); toro.kasu (KUN); toro.keru (KUN); ugo.ku (KUN)
蔓,2445,tendril,,マン; バン,はびこ.る; つる,14,,man (ON); ban (ON); habiko.ru (KUN); tsuru (KUN)
蓮,2446,lotus,,レン,はす; はちす,13,N1,ren (ON); hasu (KUN); hachisu (KUN)
芙,2447,lotus flower,,フ,,7,N1,fu (ON)
蓉,2448,lotus blossom,,ヨウ,,13,N1,you (ON)
蘭,2449,orchid,,ラン; ラ,,19,N1,ran (ON); ra (ON)
芦,2450,hollow reed,,ロ,あし; よし,7,,ro (ON); ashi (KUN); yoshi (KUN)
薯,2451,yam,,ショ,いも,16,,sho (ON); imo (KUN)
菖,2452,iris,,ショウ,,11,N1,shou (ON)
蕉,2453,banana,,ショウ,,15,N1,shou (ON)
蕎,2454,buckwheat,,キョウ,そば,15,,kyou (ON); soba (KUN)
蕗,2455,butterbur,,ロ; ル,ふき,16,N1,ro (ON); ru (ON); fuki (KUN)
茄,2456,eggplant,,カ,,8,N1,ka (ON)
蔭,2457,behind the scenes,,イン; オン,かげ,14,,in (ON); on (ON); kage (KUN)
蓬,2458,wormwood,,ホウ; ブ,よもぎ,13,,hou (ON); bu (ON); yomogi (KUN)
芥,2459,mustard,,カイ; ケ,からし; ごみ; あくた,7,,kai (ON); ke (ON); karashi (KUN); gomi (KUN); akuta (KUN)
萌,2460,germinate,,ホウ,も.える; きざ.す; めばえ; きざ.し,11,N1,hou (ON); mo.eru (KUN); kiza.su (KUN); mebae (KUN); kiza.shi (KUN)
葡,2461,grape,,ブ; ホ,,12,,bu (ON); ho (ON)
萄,2462,grape vine,,ドウ; トウ,,11,,dou (ON); tou (ON)
蘇,2463,resurrect,,ソ; ス,よみがえ.る,19,,so (ON); su (ON); yomigae.ru (KUN)
蕃,2464,grow wild,,バン; ハン,,15,,ban (ON); han (ON)
苓,2465,cocklebur,,レイ; リョウ,みみなぐさ,8,,rei (ON); ryou (ON); miminagusa (KUN)
菰,2466,rush mat,,コ,こも; まこも,12,,ko (ON); komo (KUN); makomo (KUN)
蒙,2467,darken,,モウ; ボウ,こうむ.る; おお.う; くら.い,13,,mou (ON); bou (ON); koumu.ru (KUN); oo.u (KUN); kura.i (KUN)
茅,2468,grassy reed,,ボウ; ミョウ,かや; ちがや,8,N1,bou (ON); myou (ON); kaya (KUN); chigaya (KUN)
芭,2469,plantain,,バ; ハ,,7,,ba (ON); ha (ON)
苅,2470,mow,,ガイ; カイ,か.る,7,,gai (ON); kai (ON); ka.ru (KUN)
葱,2471,onion,,ソウ,ねぎ,12,,sou (ON); negi (KUN)
葵,2472,hollyhock,,キ,あおい,12,N1,ki (ON); aoi (KUN)
葺,2473,shingling,,シュウ,あし; ふ.く; ふき,12,,shuu (ON); ashi (KUN); fu.ku (KUN); fuki (KUN)
蕊,2474,stamen,,ズイ,しべ,15,,zui (ON); shibe (KUN)
茸,2475,mushroom,,ジョウ; ニュ,きのこ; たけ; しげ.る,9,,jou (ON); nyu (ON); kinoko (KUN); take (KUN); shige.ru (KUN)
蒔,2476,sowing,,シ; ジ,う.える; ま.く,13,N1,shi (ON); ji (ON); u.eru (KUN); ma.ku (KUN)
芹,2477,parsley,,キン,せり,7,N1,kin (ON); seri (KUN)
苫,2478,thatching,,セン,とま,8,,sen (ON); toma (KUN)
蒼,2479,pale blue,,ソウ,あお.い,13,N1,sou (ON); ao.i (KUN)
藁,2480,straw,,コウ,わら,17,,kou (ON); wara (KUN)
蕪,2481,turnip,,ブ; ム,かぶ; かぶら; あれる,15,,bu (ON); mu (ON); kabu (KUN); kabura (KUN); areru (KUN)
藷,2482,sweet potato,,ショ; ジョ,いも,18,,sho (ON); jo (ON); imo (KUN)
薮,2483,quack,,ソウ,やぶ,16,,sou (ON); yabu (KUN)
蒜,2484,garlic,,サン,にんにく; ひる; のびる,13,,san (ON); ninniku (KUN); hiru (KUN); nobiru (KUN)
蕨,2485,bracken,,ケツ,わらび,15,,ketsu (ON); warabi (KUN)
蔚,2486,grow plentiful,,ウツ; イ,うち; おとこよもぎ,14,,utsu (ON); i (ON); uchi (KUN); otokoyomogi (KUN)
茜,2487,madder red,,セン,あかね,9,N1,sen (ON); akane (KUN)
莞,2488,candle rush,,カン,い,10,N1,kan (ON); i (KUN)
蒐,2489,collector,,シュウ,あかね; あつ.まる; あつ.める,13,,shuu (ON); akane (KUN); atsu.maru (KUN); atsu.meru (KUN)
菅,2490,sedge,,カン; ケン,すげ,11,,kan (ON); ken (ON); suge (KUN)
葦,2491,ditch reed,,イ,あし; よし; しお.れる; しな.びる; しぼ.む; な.える,13,,i (ON); ashi (KUN); yoshi (KUN); shio.reru (KUN); shina.biru (KUN); shibo.mu (KUN); na.eru (KUN)
迪,2492,Way,,テキ,みち; みちび.く; すす.む; いた.る,8,N1,teki (ON); michi (KUN); michibi.ku (KUN); susu.mu (KUN); ita.ru (KUN)
辿,2493,track down,,テン,たど.る; たどり,6,,ten (ON); tado.ru (KUN); tadori (KUN)
這,2494,crawl,,シャ; ゲン,は.う; は.い; むか.える; この,10,,sha (ON); gen (ON); ha.u (KUN); ha.i (KUN); muka.eru (KUN); kono (KUN)
迂,2495,detour,,ウ,,6,,u (ON)
遁,2496,shirk,,トン; シュン,のが.れる,12,,ton (ON); shun (ON); noga.reru (KUN)
逢,2497,tryst,,ホウ,あ.う; むか.える,10,,hou (ON); a.u (KUN); muka.eru (KUN)
遥,2498,far off,,ヨウ,はる.か,12,N1,you (ON); haru.ka (KUN)
遼,2499,faraway,,リョウ,,15,N1,ryou (ON)
逼,2500,pressing,,フク; ヒツ; ヒョク; ヒキ,せま.る; むかばき,12,,fuku (ON); hitsu (ON); hyoku (ON); hiki (ON); sema.ru (KUN); mukabaki (KUN)
迄,2501,until,,キツ,まで; およ.ぶ,6,,kitsu (ON); made (KUN); oyo.bu (KUN)
逗,2502,standstill,,トウ; ズ,とど.まる,10,,tou (ON); zu (ON); todo.maru (KUN)
鄭,2503,courtesy,,テイ; ジョウ,,15,,tei (ON); jou (ON)
隕,2504,falling,,イン; エン; ウン,おち.る,13,,in (ON); en (ON); un (ON); ochi.ru (KUN)
隈,2505,nook,,ワイ; エ,くま; すみ,12,,wai (ON); e (ON); kuma (KUN); sumi (KUN)
憑,2506,possessed,,ヒョウ,つ.く; つか.れる; よ.る; たの.む,16,,hyou (ON); tsu.ku (KUN); tsuka.reru (KUN); yo.ru (KUN); tano.mu (KUN)
惹,2507,attract,,ジャク; ジャ,ひ.く,12,,jaku (ON); ja (ON); hi.ku (KUN)
悉,2508,without exception,,シツ; シチ,つ.きる; ことごと; ことごと.く; つ.くす; つぶさ.に,11,,shitsu (ON); shichi (ON); tsu.kiru (KUN); kotogoto (KUN); kotogoto.ku (KUN); tsu.kusu (KUN); tsubusa.ni (KUN)
忽,2509,instantaneously,,コツ,たちま.ち; ゆるが.せ,8,,kotsu (ON); tachima.chi (KUN); yuruga.se (KUN)
惣,2510,firstborn son,,ソウ,すべ.て,12,N1,sou (ON); sube.te (KUN)
愈,2511,in the nick of time,,ユ,いよいよ; まさ.る,13,,yu (ON); iyoiyo (KUN); masa.ru (KUN)
恕,2512,sensitive,,ジョ; ショ,ゆる.す,10,N1,jo (ON); sho (ON); yuru.su (KUN)
昴,2513,overarching,,コウ; ボウ,すばる,9,N1,kou (ON); bou (ON); subaru (KUN)
晋,2514,progress,,シン,すす.む,10,N1,shin (ON); susu.mu (KUN)
晟,2515,aglow,,セイ; ジョウ,あきらか,10,N1,sei (ON); jou (ON); akiraka (KUN)
暈,2516,halo,,ウン,ぼか.す; ぼけ.る; かさ; くま; ぼかし; めまい,13,,un (ON); boka.su (KUN); boke.ru (KUN); kasa (KUN); kuma (KUN); bokashi (KUN); memai (KUN)
暉,2517,glitter,,キ,かが.やく,13,N1,ki (ON); kaga.yaku (KUN)
旱,2518,dry weather,,カン,ひでり,7,,kan (ON); hideri (KUN)
晏,2519,clear skies,,アン,おそ.い,10,N1,an (ON); oso.i (KUN)
晨,2520,morrow,,シン,あした; とき; あさ,11,N1,shin (ON); ashita (KUN); toki (KUN); asa (KUN)
晒,2521,bleaching,,サイ; シ,さら.す; さらし,10,,sai (ON); shi (ON); sara.su (KUN); sarashi (KUN)
晃,2522,limpid,,コウ,あきらか,10,N1,kou (ON); akiraka (KUN)
曝,2523,air out,,バク; ホク; ボク,さら.す,19,,baku (ON); hoku (ON); boku (ON); sara.su (KUN)
曙,2524,dawn,,ショ,あけぼの,17,N1,sho (ON); akebono (KUN)
昂,2525,elevate,,コウ; ゴウ,あ.がる; たか.い; たか.ぶる,8,N1,kou (ON); gou (ON); a.garu (KUN); taka.i (KUN); taka.buru (KUN)
昏,2526,dusk,,コン,くら.い; くれ,8,,kon (ON); kura.i (KUN); kure (KUN)
晦,2527,last day of the month,,カイ,つごもり; くら.い; みそか; くら.む,10,,kai (ON); tsugomori (KUN); kura.i (KUN); misoka (KUN); kura.mu (KUN)
膿,2528,pus,,ノウ; ドウ,う.む; うみ,17,,nou (ON); dou (ON); u.mu (KUN); umi (KUN)
腑,2529,viscera,,フ,はらわた,12,,fu (ON); harawata (KUN)
胱,2530,bladder,,コウ,,10,,kou (ON)
胚,2531,embryo,,ハイ,はらみ; はら.む,9,,hai (ON); harami (KUN); hara.mu (KUN)
肛,2532,anus,,コウ,,7,,kou (ON)
脆,2533,fragile,,ゼイ; セイ; セツ,もろ.い; よわい,10,,zei (ON); sei (ON); setsu (ON); moro.i (KUN); yowai (KUN)
肋,2534,rib,,ロク,あばら,6,,roku (ON); abara (KUN)
腔,2535,body cavity,,コウ,,12,,kou (ON)
肱,2536,armrest,,コウ,かいな; ひじ; まるい,8,,kou (ON); kaina (KUN); hiji (KUN); marui (KUN)
胡,2537,uncivilized,,ウ; コ; ゴ,なんぞ,9,N1,u (ON); ko (ON); go (ON); nanzo (KUN)
楓,2538,maple tree,,フウ,かえで,13,N1,fuu (ON); kaede (KUN)
楊,2539,purple willow,,ヨウ,やなぎ,13,N1,you (ON); yanagi (KUN)
椋,2540,Oriental elm,,リョウ,むく,12,N1,ryou (ON); muku (KUN)
榛,2541,hazel,,シン; ハン,はしばみ; はり,14,N1,shin (ON); han (ON); hashibami (KUN); hari (KUN)
櫛,2542,comb,,シツ,くし; くしけず.る,17,,shitsu (ON); kushi (KUN); kushikezu.ru (KUN)
槌,2543,wooden hammer,,ツイ,つち,13,,tsui (ON); tsuchi (KUN)
樵,2544,mallet,,ショウ,きこ.る; こ.る; きこり,16,,shou (ON); kiko.ru (KUN); ko.ru (KUN); kikori (KUN)
梯,2545,ladder,,テイ; タイ,はしご,11,,tei (ON); tai (ON); hashigo (KUN)
柑,2546,citrus tree,,コン; カン,,9,,kon (ON); kan (ON)
杭,2547,picket,,コウ,くい,8,,kou (ON); kui (KUN)
柊,2548,holly,,シュ; シュウ,ひいらぎ,9,N1,shu (ON); shuu (ON); hiiragi (KUN)
柚,2549,citron,,ユ; ユウ; ジク,ゆず,9,N1,yu (ON); yuu (ON); jiku (ON); yuzu (KUN)
椀,2550,wooden bowl,,ワン,はち,12,,wan (ON); hachi (KUN)
栂,2551,hemlock,,,つが; とが,9,,tsuga (KUN); toga (KUN)
柾,2552,spindle tree,,,まさ; まさめ; まさき,9,N1,masa (KUN); masame (KUN); masaki (KUN)
榊,2553,sacred tree,,,さかき,13,,sakaki (KUN)
樫,2554,evergreen oak,,,かし,16,,kashi (KUN)
槙,2555,black pine,,テン; シン,まき; こずえ,14,N1,ten (ON); shin (ON); maki (KUN); kozue (KUN)
楢,2556,Japanese oak,,シュウ; ユウ,なら,13,,shuu (ON); yuu (ON); nara (KUN)
橘,2557,mandarin orange,,キツ,たちばな,16,N1,kitsu (ON); tachibana (KUN)
桧,2558,Japanese cypress,,カイ,ひのき; ひ,10,,kai (ON); hinoki (KUN); hi (KUN)
棲,2559,roost,,セイ,す.む,12,,sei (ON); su.mu (KUN)
栖,2560,nestle,,セイ,す.む,10,,sei (ON); su.mu (KUN)
桔,2561,bellflower,,キツ; ケツ,,10,,kitsu (ON); ketsu (ON)
杜,2562,temple grove,,ト; トウ; ズ,もり; ふさ.ぐ; やまなし,7,N1,to (ON); tou (ON); zu (ON); mori (KUN); fusa.gu (KUN); yamanashi (KUN)
杷,2563,grain rake,,ハ,つか,8,,ha (ON); tsuka (KUN)
梶,2564,oar,,ビ,かじ; こずえ,11,,bi (ON); kaji (KUN); kozue (KUN)
杵,2565,wooden pestle,,ショ; ソ,きね,8,,sho (ON); so (ON); kine (KUN)
杖,2566,cane,,ジョウ,つえ,7,,jou (ON); tsue (KUN)
樽,2567,barrel,,ソン,たる,16,,son (ON); taru (KUN)
櫓,2568,turret,,ロ,やぐら; おおだて,19,,ro (ON); yagura (KUN); oodate (KUN)
橿,2569,sturdy oak,,キョウ,かし; もちのき,17,,kyou (ON); kashi (KUN); mochinoki (KUN)
杓,2570,wooden ladle,,シャク; チョウ; テキ; ヒョウ,ひしゃく,7,,shaku (ON); chou (ON); teki (ON); hyou (ON); hishaku (KUN)
李,2571,damson,,リ,すもも,7,N1,ri (ON); sumomo (KUN)
棉,2572,raw cotton,,メン,わた,12,,men (ON); wata (KUN)
楯,2573,escutcheon,,ジュン,たて,13,,jun (ON); tate (KUN)
榎,2574,hackberry,,カ,えのき,14,,ka (ON); enoki (KUN)
樺,2575,birch,,カ,かば; かんば,14,N1,ka (ON); kaba (KUN); kanba (KUN)
槍,2576,lance,,ソウ; ショウ,やり,14,,sou (ON); shou (ON); yari (KUN)
柘,2577,wild mulberry,,シャ; ジャク,そ; つげ; やまぐわ,9,,sha (ON); jaku (ON); so (KUN); tsuge (KUN); yamaguwa (KUN)
梱,2578,bale,,コン,こう.る; こうり; こり; しきみ,11,,kon (ON); kou.ru (KUN); kouri (KUN); kori (KUN); shikimi (KUN)
枇,2579,loquat,,ビ; ヒ,,8,,bi (ON); hi (ON)
樋,2580,downspout,,トウ,ひ; とい,14,,tou (ON); hi (KUN); toi (KUN)
橇,2581,sled,,キョウ; ゼイ; セイ,そり; かんじき,16,,kyou (ON); zei (ON); sei (ON); sori (KUN); kanjiki (KUN)
槃,2582,enjoyment,,ハン,たら.い,14,,han (ON); tara.i (KUN)
栞,2583,bookmark,,カン,しおり,10,N1,kan (ON); shiori (KUN)
椰,2584,coconut tree,,ヤ,やし,13,N1,ya (ON); yashi (KUN)
檀,2585,sandalwood,,ダン; タン,まゆみ,17,N1,dan (ON); tan (ON); mayumi (KUN)
樗,2586,sumac,,チョ,おおち; おうち,15,,cho (ON); oochi (KUN); ouchi (KUN)
槻,2587,zelkova,,キ,つき,15,N1,ki (ON); tsuki (KUN)
椙,2588,cryptomeria,,,すぎ,12,,sugi (KUN)
彬,2589,copious,,ヒン; フン,うるわ.しい; あき.らか,11,N1,hin (ON); fun (ON); uruwa.shii (KUN); aki.raka (KUN)
桶,2590,bucket,,ヨウ; トウ,おけ,11,,you (ON); tou (ON); oke (KUN)
楕,2591,ellipse,,ダ; タ,,13,,da (ON); ta (ON)
樒,2592,star-anise,,ミツ,しきみ; じんこう,15,,mitsu (ON); shikimi (KUN); jinkou (KUN)
毬,2593,furball,,キュウ,いが; まり,11,N1,kyuu (ON); iga (KUN); mari (KUN)
燿,2594,twinkle,,ヨウ,かがや.く; ひかり,18,N1,you (ON); kagaya.ku (KUN); hikari (KUN)
燎,2595,watchfire,,リョウ,かがりび,16,N1,ryou (ON); kagaribi (KUN)
炬,2596,torch,,コ; キョ,,9,,ko (ON); kyo (ON)
焚,2597,kindle,,フン; ホン; ハン,た.く; や.く; やきがり,12,,fun (ON); hon (ON); han (ON); ta.ku (KUN); ya.ku (KUN); yakigari (KUN)
灸,2598,moxa,,キュウ; ク,やいと,7,,kyuu (ON); ku (ON); yaito (KUN)
煽,2599,fanning,,セン,あお.る; おだ.てる; おこ.る,14,,sen (ON); ao.ru (KUN); oda.teru (KUN); oko.ru (KUN)
煤,2600,soot,,バイ; マイ,すす,13,,bai (ON); mai (ON); susu (KUN)
煉,2601,firing,,レン,ね.る,12,,ren (ON); ne.ru (KUN)
燦,2602,dazzling,,サン,さん.たる; あき.らか; きらめ.く; きら.めく,17,N1,san (ON); san.taru (KUN); aki.raka (KUN); kirame.ku (KUN); kira.meku (KUN)
灼,2603,refulgent,,シャク,あらた; やく,7,,shaku (ON); arata (KUN); yaku (KUN)
烙,2604,branding,,ラク; カク,や.く,10,,raku (ON); kaku (ON); ya.ku (KUN)
焔,2605,flames,,エン,ほのお,11,,en (ON); honoo (KUN)
烹,2606,stew,,ホウ,に.る,11,,hou (ON); ni.ru (KUN)
牽,2607,tug,,ケン,ひ.く,11,,ken (ON); hi.ku (KUN)
牝,2608,female animal,,ヒン,めす; め-; めん,6,,hin (ON); mesu (KUN); me- (KUN); men (KUN)
牡,2609,male animal,,ボ; ボウ,おす; お-; おん-,7,,bo (ON); bou (ON); osu (KUN); o- (KUN); on- (KUN)
琳,2610,chime,,リン,,12,N1,rin (ON)
琉,2611,lapis lazuli,,リュウ; ル,,11,N1,ryuu (ON); ru (ON)
瑳,2612,burnish,,サ,みが.く,14,N1,sa (ON); miga.ku (KUN)
琢,2613,hone,,タク,みが.く,11,N1,taku (ON); miga.ku (KUN)
珊,2614,coral,,サン,センチ; さんち,9,,san (ON); センチ (KUN); sanchi (KUN)
瑚,2615,coral reef,,コ; ゴ,,13,N1,ko (ON); go (ON)
瑞,2616,fortunate,,ズイ; スイ,みず-; しるし,13,N1,zui (ON); sui (ON); mizu- (KUN); shirushi (KUN)
玖,2617,jet,,キュウ; ク,,7,N1,kyuu (ON); ku (ON)
瑛,2618,crystal stone,,エイ,,12,N1,ei (ON)
玲,2619,tinkling,,レイ,,9,N1,rei (ON)
畢,2620,lastly,,ヒツ,おわ.る; あみ; おわ.り; ことごとく,11,,hitsu (ON); owa.ru (KUN); ami (KUN); owa.ri (KUN); kotogotoku (KUN)
畦,2621,paddy-field ridge,,ケイ,あぜ; うね,11,,kei (ON); aze (KUN); une (KUN)
痒,2622,itch,,ヨウ,かゆ.がる; かさ; かゆ.い,11,,you (ON); kayu.garu (KUN); kasa (KUN); kayu.i (KUN)
痰,2623,phlegm,,タン,,13,,tan (ON)
疹,2624,measles,,シン; チン,はしか,10,,shin (ON); chin (ON); hashika (KUN)
痔,2625,hemorrhoids,,ヂ; ジ,しもがさ,11,,ji (ON); ji (ON); shimogasa (KUN)
癌,2626,cancer,,ガン,,17,,gan (ON)
痺,2627,paralysis,,ヒ,しび.れる,13,,hi (ON); shibi.reru (KUN)
眸,2628,apple of the eye,,ボウ; ム,ひとみ,11,N1,bou (ON); mu (ON); hitomi (KUN)
眩,2629,dizzy,,ゲン; カン,げん.す; くるめ.く; まぶ.しい; くら.む; まど.う; めま.い; まばゆ.い; くれ.る; ま.う,10,,gen (ON); kan (ON); gen.su (KUN); kurume.ku (KUN); mabu.shii (KUN); kura.mu (KUN); mado.u (KUN); mema.i (KUN); mabayu.i (KUN); kure.ru (KUN); ma.u (KUN)
雉,2630,pheasant,,ジ; チ,きじ,13,,ji (ON); chi (ON); kiji (KUN)
矩,2631,carpenter’s square,,ク,かね; かねざし; さしがね,10,,ku (ON); kane (KUN); kanezashi (KUN); sashigane (KUN)
磐,2632,crag,,バン; ハン,いわ,15,,ban (ON); han (ON); iwa (KUN)
碇,2633,grapnel,,テイ,いかり,13,,tei (ON); ikari (KUN)
碧,2634,blue-green,,ヘキ; ヒャク,,14,N1,heki (ON); hyaku (ON)
硯,2635,inkstone,,ケン; ゲン,すずり,12,,ken (ON); gen (ON); suzuri (KUN)
砥,2636,grindstone,,シ; テイ; キイ; チ,と; といし; と.ぐ; みが.く,10,,shi (ON); tei (ON); kii (ON); chi (ON); to (KUN); toishi (KUN); to.gu (KUN); miga.ku (KUN)
碗,2637,teacup,,ワン,こばち,13,,wan (ON); kobachi (KUN)
碍,2638,obstacle,,ガイ; ゲ,さまた.げる,13,,gai (ON); ge (ON); samata.geru (KUN)
碩,2639,illustrious,,セキ,おお.きい,14,N1,seki (ON); oo.kii (KUN)
磯,2640,rocky beach,,キ,いそ,17,N1,ki (ON); iso (KUN)
砺,2641,whetstone,,レイ,あらと; みが.く,10,,rei (ON); arato (KUN); miga.ku (KUN)
碓,2642,mill,,カク; タイ,たし.か; かく.たる,13,,kaku (ON); tai (ON); tashi.ka (KUN); kaku.taru (KUN)
禦,2643,fend off,,ギョ; ゴ,ふせ.ぐ,17,,gyo (ON); go (ON); fuse.gu (KUN)
祷,2644,beseech,,トウ,いの.る; いの.り; まつ.る,11,,tou (ON); ino.ru (KUN); ino.ri (KUN); matsu.ru (KUN)
祐,2645,ancestral tablet,,ユウ; ウ,たす.ける,9,N1,yuu (ON); u (ON); tasu.keru (KUN)
祇,2646,local god,,ギ; キ; シ,くにつかみ; ただ; まさに,8,,gi (ON); ki (ON); shi (ON); kunitsukami (KUN); tada (KUN); masani (KUN)
祢,2647,ancestral shrine,,ネ; デイ; ナイ,,9,,ne (ON); dei (ON); nai (ON)
禄,2648,salarium,,ロク,さいわ.い; ふち,12,N1,roku (ON); saiwa.i (KUN); fuchi (KUN)
禎,2649,felicitation,,テイ,さいわ.い,13,N1,tei (ON); saiwa.i (KUN)
秤,2650,balancing scales,,ショウ; ヒン; ビン,はかり,10,,shou (ON); hin (ON); bin (ON); hakari (KUN)
黍,2651,millet,,ショ,きび,12,,sho (ON); kibi (KUN)
禿,2652,bald,,トク,ちび.る; かむろ; は.げる; はげ,7,,toku (ON); chibi.ru (KUN); kamuro (KUN); ha.geru (KUN); hage (KUN)
稔,2653,bear fruit,,ネン; ジン; ニン,みの.る; みのり,13,N1,nen (ON); jin (ON); nin (ON); mino.ru (KUN); minori (KUN)
稗,2654,crabgrass,,ハイ; ヒ,ひえ,14,,hai (ON); hi (ON); hie (KUN)
穣,2655,bumper crop,,ジョウ,わら; ゆたか,18,N1,jou (ON); wara (KUN); yutaka (KUN)
